unique_number,id_no,name_en,name_fr,name_ja,description_en,date_inscribed,danger,longitude,latitude,area_hectares,criteria_txt,category,category_short,states_name_en,region_en,iso_code,transboundary
1497,1179,Swiss Tectonic Arena Sardona,Haut lieu tectonique suisse Sardona,スイスの活発な地殻変動地域サルドナ,"The Swiss Tectonic Arena Sardona in the north-eastern part of the country covers a mountainous area of 32,850 ha which features seven peaks that rise above 3,000 m. The area displays an exceptional example of mountain building through continental collision and features .excellent geological sections through tectonic thrust, i.e. the process whereby older, deeper rocks are carried onto younger, shallower rocks. The site is distinguished by the clear three-dimensional exposure of the structures and processes that characterize this phenomenon and has been a key site for the geological sciences since the 18th century. The Glarus Alps are glaciated mountains rising dramatically above narrow river valleys and are the site of the largest post-glacial landslide in the Central Alpine region.",2008,false,9.25,46.91666667,32850,(viii),Natural,N,Switzerland,Europe and North America,ch,false
1420,1243,"Lavaux, Vineyard Terraces","Lavaux, vignoble en terrasses",ラヴォー,"The Lavaux Vineyard Terraces, stretching for about 30 km along the south-facing northern shores of Lake Geneva from the Chateau de Chillon to the eastern outskirts of Lausanne in the Vaud region, cover the lower slopes of the mountainside between the villages and the lake. Although there is some evidence that vines were grown in the area in Roman times, the present vine terraces can be traced back to the 11th century, when Benedictine and Cistercian monasteries controlled the area. It is an outstanding example of a centuries-long interaction between people and their environment, developed to optimize local resources so as to produce a highly valued wine that has always been important to the economy.",2007,false,6.746111111,46.49194444,898,(iii)(iv)(v),Cultural,C,Switzerland,Europe and North America,ch,false
1582,1302,"La Chaux-de-Fonds / Le Locle, Watchmaking Town Planning","La Chaux-de-Fonds / Le Locle, urbanisme horloger",,"The site of La Chaux-de-Fonds / Le Locle watchmaking town-planning consists of two towns situated close to one another in a remote environment in the Swiss Jura mountains, on land ill-suited to farming. Their planning and buildings reflect watchmakers&rsquo; need of rational organization. Planned in the early 19th century, after extensive fires, the towns owed their existence to this single industry. Their layout along an open-ended scheme of parallel strips on which residential housing and workshops are intermingled reflects the needs of the local watchmaking culture that dates to the 17th century and is still alive today. The site presents outstanding examples of mono-industrial manufacturing-towns which are well preserved and still active. The urban planning of both towns has accommodated the transition from the artisanal production of a cottage industry to the more concentrated factory production of the late 19th and 20th centuries. The town of La Chaux-de-Fonds was described by Ka",2009,false,6.832777778,47.10388889,283.9,(iv),Cultural,C,Switzerland,Europe and North America,ch,false
1862,20,Ancient City of Damascus,Ancienne ville de Damas,古代都市ダマスカス,"Founded in the 3rd millennium B.C., Damascus is one of the oldest cities in the Middle East. In the Middle Ages, it was the centre of a flourishing craft industry, specializing in swords and lace. The city has some 125 monuments from different periods of its history – one of the most spectacular is the 8th-century Great Mosque of the Umayyads, built on the site of an Assyrian sanctuary.",1979,true,36.30972222,33.51083333,86.12,(i)(ii)(iii)(iv)(vi),Cultural,C,Syrian Arab Republic,Arab States,sy,false
24,21,Ancient City of Aleppo,Ancienne ville d'Alep,古代都市アレッポ,"Located at the crossroads of several trade routes from the 2nd millennium B.C., Aleppo was ruled successively by the Hittites, Assyrians, Arabs, Mongols, Mamelukes and Ottomans. The 13th-century citadel, 12th-century Great Mosque and various 17th-century madrasas, palaces, caravanserais and hammams all form part of the city's cohesive, unique urban fabric, now threatened by overpopulation.",1986,true,37.16277778,36.19916667,364,(iii)(iv),Cultural,C,Syrian Arab Republic,Arab States,sy,false
2209,22,Ancient City of Bosra,Ancienne ville de Bosra,,"Bosra, once the capital of the Roman province of Arabia, was an important stopover on the ancient caravan route to Mecca. A magnificent 2nd-century Roman theatre, early Christian ruins and several mosques are found within its great walls.",1980,true,36.48416667,32.51916667,116.2,(i)(iii)(vi),Cultural,C,Syrian Arab Republic,Arab States,sy,false
2256,23,Site of Palmyra,Site de Palmyre,パルミラ,"An oasis in the Syrian desert, north-east of Damascus, Palmyra contains the monumental ruins of a great city that was one of the most important cultural centres of the ancient world. From the 1st to the 2nd century, the art and architecture of Palmyra, standing at the crossroads of several civilizations, married Graeco-Roman techniques with local traditions and Persian influences.",1980,true,38.26666667,34.55416667,1640,(i)(ii)(iv),Cultural,C,Syrian Arab Republic,Arab States,sy,false
1406,1229,Crac des Chevaliers and Qal’at Salah El-Din,Crac des Chevaliers et Qal’at Salah El-Din,カラット・サラーフ・アッディーン,"These two castles represent the most significant examples illustrating the exchange of influences and documenting the evolution of fortified architecture in the Near East during the time of the Crusades (11th - 13th centuries). The Crac des Chevaliers was built by the Hospitaller Order of Saint John of Jerusalem from 1142 to 1271. With further construction by the Mamluks in the late 13th century, it ranks among the best-preserved examples of the Crusader castles. The Qal’at Salah El-Din (Fortress of Saladin), even though partly in ruins, represents an outstanding example of this type of fortification, both in terms of the quality of construction and the survival of historical stratigraphy. It retains features from its Byzantine beginnings in the 10th century, the Frankish transformations in the late 12th century and fortifications added by the Ayyubid dynasty (late 12th to mid-13th century).",2006,true,36.29444444,34.75666667,8.87,(ii)(iv),Cultural,C,Syrian Arab Republic,Arab States,sy,false
1761,1348,Ancient Villages of Northern Syria,Villages antiques du Nord de la Syrie,シリア北部の古代村落群,"Some 40 villages grouped in eight parks situated in north-western Syria provide remarkable testimony to rural life in late Antiquity and during the Byzantine period. Abandoned in the 8th to 10th centuries, the villages, which date from the 1st to 7th centuries, feature a remarkably well preserved landscape and the architectural remains of dwellings, pagan temples, churches, cisterns, bathhouses etc. The relict cultural landscape of the villages also constitutes an important illustration of the transition from the ancient pagan world of the Roman Empire to Byzantine Christianity. Vestiges illustrating hydraulic techniques, protective walls and Roman agricultural plot plans furthermore offer testimony to the inhabitants' mastery of agricultural production.",2011,true,36.84416667,36.33416667,12290,(iii)(iv)(v),Cultural,C,Syrian Arab Republic,Arab States,sy,false
1651,1141,Proto-urban Site of Sarazm,Sarazm,サラズム,"Sarazm, which means “where the land begins”, is an archaeological site bearing testimony to the development of human settlements in Central Asia, from the 4th millennium BCE to the end of the 3rd millennium BCE. The ruins demonstrate the early development of proto-urbanization in this region. This centre of settlement, one of the oldest in Central Asia, is situated between a mountainous region suitable for cattle rearing by nomadic pastoralists, and a large valley conducive to the development of agriculture and irrigation by the first settled populations in the region. Sarazm also demonstrates the existence of commercial and cultural exchanges and trade relations with peoples over an extensive geographical area, extending from the steppes of Central Asia and Turkmenistan, to the Iranian plateau, the Indus valley and as far as the Indian Ocean.",2010,false,67.45872222,39.50788889,15.93,(ii)(iii),Cultural,C,Tajikistan,Asia and the Pacific,tj,false
